,Tweets
690,Saddened to learn of the passing of SM Muneer. He was on our SKMT Board and one of our most generous donors. My prayers & condolences go to the family.
691,I am inviting everyone to join us tomorrow and raise their voice in protest.
692,"اتوار کے روز جب پنجاب میں میری ٹیم ضمنی انتخابی معرکے میں بیک وقت مسلم لیگ نواز، ریاستی مشینری، متعصب الیکشن کمیشن، مسٹر X اور مسٹر Y کیخلاف برسرِپیکار ہوگی تو اس کیلئے یہ ایک پیغام ہے (جسے نگاہوں کے سامنے رکھنا ہوگا)
#بلا_چلاؤ_ملک_بچاؤ"
693,میں اس دوسرے افسر کا نام بھی منظرِعام پر لاؤں گا جو دن 12 بجے سے شام 5بجے تک کنٹرول روم میں میجر جنرل فیصل نصیر کے ہمراہ قتل کے منصوبے پر عملدرآمد کی نگرانی کرتا رہا۔
694,عوامی تائید و حمایت سے 75% ضمنی انتخابات میں فتحیاب رہی اور اس نےخود کوصحیح معنوں میں ایک قومی جماعت کےطور پر منظم کیا۔آجکل قومی منظرنامے پر، خصوصاً دیوالیہ پن کے امکانات کے باعث چھائی مایوسی کے باوجود میرا رب العزت پر ایمان اور اپنی قوم پر اعتماد ہےکہ تحریک انصاف بلاشبہ 2023 میں
695,چیئرمین جوائنٹ چیفس آف سٹاف کمیٹی اور چیف آف  آرمی سٹاف کےمنصب سنبھالنےپرجنرل ساحرشمشادمرزا اورجنرل سیّدعاصم منیر کومبارکبادپیش کرتاہوں۔امیدہےکہ نئی عسکری قیادت ملت وریاست کےمابین گزشتہ8ماہ میں جنم لینےوالےاعتمادکےفقدان کےخاتمےکی سبیل کرےگی۔قوتِ ریاست عوام ہی سےکشید کی جاتی ہے
696,"Our workers & ldrs are being abducted, arrested & tortured while their homes are raided without any warrants. Today Murad Saeed's home in Islamabad was raided when he was not there. I demand to know under what law this is being done? It is pure fascism by cabal of crooks in power"
697,made PM.  He has since proceeded to select heads of those institutions investigating his cases - first FIA & now NAB - simply to get his name permanently cleared in Rs 16 bn corruption & Rs 8 bn money laundering cases against him. This is how a country becomes a banana republic.
698,Arshad Sharif's murder has sent shockwaves across Pak. It has highlighted an ongoing targeting of anyone who dares to criticise or question those holding power.When will our senior Judiciary act to ensure our citizens fundamental rights enshrined in the Constitution are protected
699,آج رات مینارِپاکستان پر ہمارا چھٹاجلسہ ہےاور میرا دل کہہ رہاہےکہ یہ پہلےتمام ریکارڈز توڑ دےگا۔میری لاہور میں سب کو دعوت ہےکہ نمازِتراویح کےبعد اس تاریخی جلسےمیں شریک ہوں۔میں حقیقی آزادی کے اپنےویژن پر روشنی ڈالوں گا اور اپنی قوم کو بتاؤں گاکہ ہم پاکستان کو تباہی کی اس دلدل سے
700,My clear message to Imported govt & its backers: Only way out of descending into total chaos is to immed announce & hold free & fair elections. The way this cabal of crooks is crushing people under unbearable inflation while stealing Rs 1100 bn of their money laundered/corruption
701,Shocked & deeply saddened by the terrible accident that led to the death of Channel 5 reporter Sadaf Naeem during our March today. I have no words to express my sorrow. My prayers & condolences go to the family at this tragic time. We have cancelled our March for today.
702,Disturbing news of army aviation helicopter missing and praying for all those on board.
703,"The treatment being meted out to Fawad Ch - being abducted, treated like a terrorist, given physical remand on a sham FIR - shows all that is wrong with Pak today. There is no justice, just law of the jungle. If State & cabal of crooks think they can create an environment of fear"
704,حقیقی آزادی کی جدوجہد میں ہمارےساتھ شامل پاکستان کے عوام اور لاہور سمیت پاکستان بھر سے آنے والے اپنے کارکنان کا دل کی گہرائیوں سے شکریہ ادا کرنا چاہتا ہوں۔ میری دعا ہے کہ ہماری اس جدوجہد اور حقیقی آزادی کے سفر کو اللہ رب العزت کامیاب فرمائیں!
705,Heartiest congratulations to President Xi Jinping on his re-election for a third term as China's President.
706,ہمارےدور میں شرحِ نمو(6%)،صنعت، ذراعت، فراہمئ روزگار،تعمیرات، برآمدات، ترسیلاتِ زر اور ٹیکسوں کی وصولیاں لامحالہ تاریخ میں بلند ترین سطح پر رہیں۔ آج پاکستان کو بدترین مہنگائی،سماج کا ہرطبقہ جس کی زد میں ہے،بیروزگاری، غذائی عدمِ تحفظ اور روپے کی قدر میں پیہم گراوٹ کا سامناہے۔
707,On the ground to get a briefing & meet some of the flood affectees at one of the relief camps set up by the KP Govt in DIKhan.
708,"After Fed govt toppled with stolen money from Sindh & NRO2 achieved, Certified Criminal Asif Zardari in cahoots with Sharif mafia now seeking to steal Punjab ppl's mandate by trying to purchase MPAs. Want to ask Honourable SC are they not cogniscant of the damage being wreaked?"
709,"The nation continues to suffer crushing economic cost of Imported Govt brought in thru US regime change conspiracy at a time when our govt had stabilised the economy. Exports, which stagnated in previous PMLN Govt at $25 bn, crossed $30 bn for the first time this yr to $31.76 bn"
710,"Shameless & calculated attacks on SC judges by PDM & spoilt brat Maryam, nurtured on corruption money, have one purpose only - to run away from elections even by violating Constitution. By attacking  SCP, they are damaging the Federation & ensuring law of jungle prevails in Pak."
711,"اس پرمیرے2سوالات ہیں:1۔ہماری جوہری صلاحیت کےبارےمیں 
@POTUS
 اس بلاجواز نتیجےپر کن معلومات کی بنیاد پرپہنچےجبکہ وزارتِ عظمیٰ کےمنصب پر فائزرہنے کےباعث میں جانتاہوں کہ ہمارا جوہری کمانڈ & کنٹرول سسٹم دنیاکےمحفوظ ترین نظاموں میں سےایک ہے
2۔امریکہ،جوکہ"
712,شوکت خانم اسپتال، کراچی کا تعمیراتی کام عمدہ رفتار سے جاری ہے اور انشاءاللہ آئندہ سال کے آخر میں افتتاح کیلئے تیار ہے۔ یہ شوکت خانم میموریل ٹرسٹ کے تمام اسپتالوں سے بڑا اور جدید ترین آلات سے لیس ہوگا۔
713,A massive response from the record Haripur crowd on mobilisation for Tehreek e Haqeeqi Azadi. Thank you  people of Haripur.
714,The route has been altered and we will start the rally from Zero Point to F9 Park tomorrow after Maghrib.
715,Strongly condemn the terrorist attack on Karachi Police Office yesterday. Once again our brave police were targeted. The sudden spike in terrorism esp in the midst of urban centres reflects a failure of intelligence & the State's lack of a clear proactive anti terrorism policy.
716,"Shocked at the brutal murder of Arshad Sharif who paid the ultimate price for speaking the truth - his life. He had to leave the country & be in hiding abroad but he continued to speak the truth on social media, exposing the powerful. Today the entire nation mourns his death."
717,"wealth, its only a matter of time before  we go the way of Sri Lanka & into total economic and political freefall. #امپورٹڈ_حکومت_نامنظور"
718,ہماری جیل بھرو تحریک کےدوران حراست میں لئے گئےسیاسی قیدیوں سےمجرموں اور دہشتگردوں جیسا سلوک روارکھنے والی امپورٹڈحکومت کی سفّاکانہ سوچ کی شدید مذمت کرتا ہوں۔ہمارے قائدین اور کارکنان اس فسطائیت، بنیادی حقوق کی پامالیوں اور حکمرانوں کی جانب سےخود (قومی خزانےسےلوٹےگئے1100 ارب
719,میری جماعت قانون کی حکمرانی کے اصول پر قائم کی گئی اور ہم اپنے اس عزم و عہد پر پوری استقامت سے کاربند رہیں گے!
720,سندھ سے حقیقی آزادی کا قافلہ اسلام آباد میں ہمیں آ ملنے کیلئےاپنے سفر کا آغاز کرچکا ہے۔ اسلام آباد میں اہلِ پاکستان کا سب سے بڑا اجتماع ہوگا، انشاءاللہ۔
721,Unprecedented numbers coming out for our March -& the most politically aware public with amazing passion. Pak will change forever with nation making clear it will not accept any individual or institution being above law.This is what I set out to achieve in forming PTI  26 yrs ago
722,"One of the main reasons we have been unable to realise our Quaid Mohammad Ali Jinnah's vision for Pakistan is absence of Justice through Rule of Law which ensures equality before the law for all citizens. This leads to haqeeqi azadi, true freedom, & protection of citizens rights."
723,People's passion for an independent sovereign Pakistan & rejection of Imported govt so evident.
724,میانوالی اسلام آباد کیجانب دس لاکھ لوگوں کےمارچ کی تیاری کرتےہوئے! مجرموں کی امپورٹڈسرکار، جس نےمعیشت کا دیوالہ نکال دیا ہے اور عوام کو بدترین مہنگائی تلے کچل ڈالا ہے، کیخلاف یہ ہماری تاریخ کا سب سے بڑا احتجاج ہوگا، انشاءاللہ۔
725,On the passing of General (rerd) Pervez Musharraf my condolences and prayers go to his family. May Allah give them strength to bear this loss.
726,"This is the tragedy unfolding in Pakistan. Pitting our Police & Rangers against our own citizens by those who want, for their self-interest, to treat ordinary Pakistanis like animals who have to be kept in line by brute force."
727,"as well as our diagnostic centres in Karachi & Lahore have all been awarded the JCI’s Gold Seal of Approval, the global gold standard for excellence in quality healthcare. I want to thank the thousands of people who work at Shaukat Khanum for their hard work and dedication."
728,What future can a country have when crooks are thrust as rulers upon it? SS was about to be convicted by NAB for Rs 8 bn money laundering & by FIA for another Rs 16 bn corruption when he was rescued by Gen Bajwa who kept getting NAB cases trial postponed. While under trial he was
729,CEC & ECP in cahoots with Imported govt conspired to try a technical knockout against PTI after PMLN got routed in Punjab bye elections despite support of entire state machinery & ECP shenanigans. Now they are cowering in fear abt same happening to entire PDM in General Elections
730,یومِ جمہوریت اور قومی اتحاد کے موقع پر میں صدر اردوگان اور ترکیہ کے عوام کو دلی مبارکباد پیش کرتا ہوں۔ 15 جولائی 2016 اس دن کی یاد دلاتا ہے جب صدر اردوگان نے اہلِ ترکیہ کی مدد سےاپنے خلاف فوجی بغاوت کی کوشش ناکام بنائی۔
731,حقیقی آزادی مارچ کا آغاز لبرٹی سے ہوچکا ہے اور لاہور کے لوگ ہمارے اس مارچ کی قیادت کیلئے باہر نکل آئے ہیں۔ #حقیقی_آزادی_لانگ_مارچ
732,Wishing Babar Azam and his team prayers and best wishes from the nation. All we expect from you is to fight till the last ball.
733,جو کچھ یہ نگران حکومت کر رہی ہےوہ قانون کی حکمرانی، ہمارے آئین اورجمہوریت پر ایک حملہ ہے۔سب سے بڑھ کر اگر ایک مرتبہ سپریم کورٹ کے احکامات ہوا میں اڑا دیےجائیں تو باقی محض جنگل کا قانون ہی بچتاہے۔
734,یہ گرفتاری نہیں، سراسر اغواء ہے! کسی جمہوریت میں کیا ایسے شرمناک واقعات ممکن ہیں؟ سیاسی کارکنان سے دشمنوں کا سا سلوک روا رکھا جارہا ہے۔ اور یہ سب بیرونی پشت پناہی سےمسلط کی جانےوالی مجرموں کی سرکار کو ہم سے تسلیم کروانے کیلئے کیا جارہا ہے۔
735,Congratulations Team Pakistan for a great fight back and win; and for keeping your nerve under pressure. This was a much needed morale booster for the nation at a difficult time.
736,"As per media reports, JIT members being pressurised to distance themselves from the findings of JIT investigating assassination plot against me. This further confirms my conviction that powerful quarters were behind the assassination attempt on me."
737,یہ مناظر زندگی بھر میرے ساتھ رہیں گے۔ آنسو گیس کے (تکلیف دہ) اثرات زائل کرنے کیلئے سر پر پانی انڈیلتے اور دیوانہ وار جھومتے ہوئے بلند کی جانےوالی آزادی کی یہ والہانہ اور پرجوش صدائیں! ماشاءاللہ ایک قوم بالآخر بیدار ہو رہی اور آزادی مانگ رہی ہے۔
738,My msg to Pak cricket team today is the same I gave our team in the 1992 World Cup Final. First: enjoy the day as one rarely gets to play in a World Cup final & don't get overawed by it. Second: you will win if you are willing to take risks & can cash in on mistakes by opponents;
739,Taking Fawad to court handcuffed & head/face covered like a terrorist shows the low & vindictive levels Imported govt & State have reached. The treatment of Fawad Ch & Azam Swati & Gill before him leaves no doubt in people’s mind that now we are a banana republic.
740,#AlQadir میں،جسکا ویژن اسلامی اصولوں+مضامینِ جدید سے مُزیّن اعلیٰ تعلیم کا مرکز بنناہے۔تعمیرِ ملّت میں اپنا حصّہ ڈالنےکیلئےڈاکٹریٹ کےحامل ہمارےمعروف اساتذہ دور دراز سےآنےوالےمستحق طلبہ و طالبات، جو بصورتِ دیگرمعیاری اعلیٰ تعلیم سےمحروم ہیں،کو زیورِتعلیم سے آراستہ کرتےہیں
741,"My greatest worry is that apart from leading us to economic ruin &, with NRO2 for themselves, giving a license to white collar criminals to plunder the country, this govt will also end up completely compromising our national security."
742,سینئر صحافی سمیع ابراہیم پر ایازامیر کی طرز پرکئےجانے والےحملےکی شدیدمذمت کرتاہوں۔صحافیوں کوخوفزدہ کرنے کیلئےاستعمال کئےجانےوالےیہ فسطائی حربےعوام کوتبدیلئ سرکارکی امریکی سازش قبول کرنےاورانہیں اقتدار پر قابض بدمعاشوں کےٹولےکامطیع بنانےکی ایک کوشش ہے
743,سندھ حکومت کی جانب سے سندھ میں قائدِ حزب اختلاف حلیم عادل شیخ کی گرفتاری و ایذارسانی کی شدید مذمت کرتا ہوں۔ یہ نری فسطائیت ہے جس سے زرداری و شریف مافیاز کی یہ ذہنیت جھلکتی ہے کہ جسے خرید نہ سکو اسے مٹا دو۔ ایک جمہوری سماج میں یہ ہتھکنڈے قطعی طور پر ناقابلِ قبول ہیں۔
744,which He dispenses according to our deeds. Those who have allowed the biggest criminals not only to evade accountability after stealing billions from the nation but to come to power again are destined to be humiliated.
745,Crime Minister discussing appt of COAS & any other state matter with convict Nawaz Sharif & Ministers declaring they will appt COAS after consulting Nawaz Sharif are all in contravention not only of the Official Secrets Act (section 5:1) but also of their oaths of office.
746,ہمارے بنیادی حقوق بری طرح پامال کرتے ہوئے عوام کو بدترین مہنگائی کے بوجھ تلے کچلنے کیخلاف جیل بھرو تحریک کیصورت میں اپنے پرامن احتجاج کیلئے بڑی تعداد میں نکلنے پر میں ساہیوال کی قیادت اور پوری ٹیم کو مبارکباد پیش کرتا ہوں۔
747,I am shocked & appalled at how rapidly we are descending into not just a banana republic but a fascist state. How can anyone not understand the pain & suffering Senator Swati underwent with custodial torture & blackmailing video of him & his conservative wife sent to his family?
748,of Zardari mafia. No one dares to oppose this mafia in Sindh. Those who do pay a high price as we saw earlier with Haleem Adil Sheikh. Last LG elections were rigged & 15% were elected without contest bec of terrorisation of those seeking to contest against PPP.
749,آڈیولیکس قومی سلامتی پر ایک سنگین حملہ ہیں کیونکہ ان سےPMO+PMHکےپورےحفاظتی نظام پر سوالات اٹھتےہیں۔بطورPMمیری رہائشگاہ کی محفوظ لائن بھیBuggedتھی۔ہم ان آڈیوز کی پڑتال کیلئے عدالت سےرجوع کا ارادہ رکھتےہیں تاکہ ایکJITکے ذریعےسراغ لگایاجاسکےکہ کون سی انٹیلی جنس ایجنسی Bugging
750,میں اپنےتمام اتحادیوں مسلم لیگ ق،مجلسِ وحدت المسلمین اورسنی اتحاد کونسل کابھی شکرگزارہوں۔یہاں سےآگےکاواحد رستہ ایک ساکھ کےحامل الیکشن کمیشن کی زیرِنگرانی آزادانہ وشفاف انتخابات کاانعقادہے۔کوئی بھی دوسراراستہ محض سیاسی غیر یقینی میں اضافےاورمزیدمعاشی انتشارکیجانب لیکر جائےگا۔
751,I have signed this petition; and I want all those who are appalled at what Azam Swati continues to go through & those who care about rule of law & human rights should also sign this petition.
752,آج اپنےمارچ کےدوران پیش آنےوالےاندوہناک حادثے جسکےنتیجےمیں چینل5کی رپورٹرصدف نعیم ہم سےجداہوگئیں، پر نہایت رنج و الم کا شکارہوں۔میں الفاظ نہیں پاتا کہ اپنا غم بیان کرسکوں۔ان المناک گھڑیوں میں میری دعائیں اور ہمدردیاں انکےاہلخانہ کیساتھ ہیں۔ہم نےاپنا مارچ آج کیلئےمنسوخ کردیاہے
753,جیساکہ 18مارچ کو جوڈیشل کمپلیکس میں دیکھا گیا، پولیس اور سادہ کپڑوں میں ملبوس”نامعلوم افراد“ نے تحریک انصاف کےپرامن کارکنان،حتّٰی کہ ہمارے فوٹوگرافر پر حملہ کیا اور انہیں گرفتارکیا۔پرامن شہریوں کیخلاف تشدد کا ایسابےدریغ استعمال اور عام شہریوں کا اغواء نہایت اشتعال انگیز ہے۔
754,"On the one hand Imported govt telling us to stop doing politics bec of floods & on the other hand they are increasing their level of harassment & false cases against us, persecuting journalists who give our views a voice, suspending TV channels & YouTube to prevent my coverage."
755,"پتن کی اس رپورٹ نےایک مرتبہ پھرثابت کردیاکہ شرمناک حدتک متعصب اور کنٹرولڈ الیکشن کمیشن کیطرح ان دو مجرم مافیا خاندانوں نے EVMs کی مخالفت کیوں کی۔ان الیکٹرانک ووٹنگ مشینوں کےذریعے پاکستان میں دھاندلی کے163 طریقوں میں سے 130 سےچھٹکارا پایا جاسکتاتھا
https://bolnews.com/pakistan/2022/07/use-of-evm-may-eliminate-130-out-of-163-poll-rigging-means/…"
756,The passion of our workers for freedom (Haqeeqii Azadi) was something I prayed Almighty Allah would instill in our nation one day . Only nations with youth who value freedom above life achieve great things. When rule of law protects their fundamental rights & their minds are
757,بلکہ برطانیہ اور متحدہ عرب امارات میں بھی قانونی چارہ جوئی کا ارادہ رکھتا ہوں۔
758,"Let me make one thing clear: If these criminals think this will make us become fearful, they are mistaken. These fascist tactics will only make us more determined & resolute to move forward in our struggle for Haqeeqi Azadi & Rule of Law."
759,نہایت شدید+مرطوب موسم کےباوجودعلی پورجلسہ بہت بڑا تھا۔ضمنی انتخاب کےحوالےسےعوامی جوش2018کے عام انتخاب سےکہیں زیادہ دکھائی دےرہاہے۔میں ان تمام لوگوں کاشکرگزارہوں جو پنجاب میں جب بھی ہماراجلسہ ہو، بارش+مرطوب موسم کےباوجوداپنی حمایت کےاظہارکیلئے نکلتےہیں
760,Rupee slaughtered - lost over 62% or 110/$ in 11 months of PDM. This has increased public debt alone Rs 14.3 trn & historic 75 yr high inflation 31.5%. Pakistanis paying heavy price of regime change conspiracy where a bunch of criminals have been foisted upon nation by ex COAS.
761,لاہور نےاس کرپٹ نگران وزیراعلیٰ کو مسترد کردیا ہےجو تحریک انصاف کا بدترین مخالف، تبدیلئ حکومت کی سازش کےمرکزی منصوبہ ساز سابق آرمی چیف کےمعاون کلیدی کرداروں میں سےایک ہے۔اسکی تقرری غیرجانبدار نگرانوں کےتصور کی نفی ہے۔آج عدل، اقدار اور اخلاقیات کا مکمل طور پر مذاق اڑایاجارہاہے
762,"Moreover, the private sector was in the process of setting up hospitals in the rural areas because of health insurance. This entire project was applauded by the leading int health journal Lancet. Abolishing it reflects the callous mindset of these two corrupt family parties."
763,"In addition, the three Barrages that are part of RUDA shall conserve water thereby recharging our depleting groundwater. #floods #water #rivers"
764,"This is not only a gross violation of freedom of speech but also negatively affects the digital media industry and the livelihoods of many. What they need to understand is that no matter what they do, they cannot suppress the will of the people which is Haqeeqi Azadi."
765,کرائم منسٹر،زرداری سمیت جس کےخاندان کی کرپشن پر بہت سی کتابیں لکھی جاچکی ہیں، کی قیادت میں تبدیلئ سرکار کی امریکی سازش سےلائی گئی امپورٹڈ حکومت پر تمام قواعد و قانونی طریقۂ کار ایک جانب رکھتےہوئے قومی اثاثوں کی فروخت کےمعاملے میں کیسےبھروسہ
766,گجرات میں چودھری پرویزالہٰی کی رہائشگاہ پر پولیس کے پےدر پےچھاپوں،انکےحامیوں+ساتھیوں کےاغواء اور بلاجوازگرفتاریوں کی شدید مذمت کرتاہوں۔ یہ سب امپورٹڈسرکار اور اسکےسرپرستوں کیجانب سےہمارے حامیوں کوخوفزدہ کرنےکیلئےروا رکھی جانےوالی ننگی فسطائیت ہے۔محض یاد دہانی کیلئےعرض ہےکہ
767,انہوں نے کس قانون کے تحت گھر کا مرکزی دروازہ توڑا، درخت اکھاڑ پھینکے اور بھاری اسلحے کے ساتھ گھر میں داخل ہوئے؟ بیہودگی کی حد تو یہ ہے انہوں نے یہ سب اس وقت کیا جب میں عدالت میں پیشی کیلئے اسلام آباد روانہ ہوچکا تھا اور بشریٰ بی بی، جو مکمل طور پر ایک گھریلو
768,مجرموں کی اس امپورٹڈسرکار اور انکےسرپرستوں کےہاتھوں ہم جن پستیوں میں گِرچکےہیں بطور پاکستانی انہیں دیکھ کر شرم آتی ہے۔اقتدار سےچمٹےرہنےکی مایوس کن خواہش کی تکمیل +اختلافِ رائےکا گلا گھونٹنےکیلئےانہوں نےایک معزز+محبِ وطن پاکستانی پر بغاوت کا الزام تھوپ کر اسےزندان میں ڈال دیاہے
769,"Good news:Ahmed Rabbani & his brother returning home after 20 yrs imprisonment in Gitmo. I had raised my voice against his being handed to US, his wrongful incarceration & had sought his release incl as PM. So many like him have been victims of grave injustice in US War on Terror"
770,یہ جانتے ہوئے بھی کہ ہمارے پیغمبرِپاک صلی اللہ علیہ وسلم کےنواسےراہِ حق پر تھے،کوفہ کےلوگ یزید کےخوف سےانکی مدد کو نہ نکلےاور اسلام کےعظیم ترین المیےکووقوع پذیرہونےدیاگیا۔ہر دور کااپنایزیدہوتا ہے۔مجرموں کےبرسرِاقتدارگروہ،جسےتبدیلئ حکومت کی امریکی سازش کےذریعےحکومت میں لایاگیااور
771,مزید یہ کہ اس منصوبے کے باعث نجی شعبہ دیہی علاقوں میں اسپتال قائم کرنے کے عمل سے گزر رہا تھا۔ اس پورے منصوبے کو صحت کے موضوعات پر چھپنے والے عالمی جریدے ”لینسٹ“ نے سراہا۔ اس منصوبے کا خاتمہ ان دونوں خاندانی جماعتوں کی سفاک ذہنیت کی عکاسی کرتا ہے
772,امپورٹڈحکومت کےسیاسی عدمِ استحکام اور موسمِ گرما کے عروج پر عوام کوبےانتہاء لوڈ شیڈنگ اور تیل کی بڑھتی ہوئی قیمتوں کے بوجھ تلے کچلنے کیخلاف انشاءاللہ پریڈ گراؤنڈ میں کل ہمارا تاریخی اسلام آباد جلسہ ہوگا۔ میں راولپنڈی سے پریڈگراؤنڈ تک ایک ریلی کی قیادت کروں گا۔
773,ہم اس پیشرفت کا خیرمقدم کرتےہیں۔امن کےفروغ اور امت کےمابین اتحاد کیلئےروابطِ باہمی میں وسعت کی اپنی پالیسی کےتحت ہماری حکومت نےممکتِ سعودی عرب اور ایران کو بات چیت کیلئےقریب لانےکیلئےایک کوشش کی۔ہم اس سفارتی بریک تھرو میں چین کےکردار کو سراہتےہیں۔
774,"As witnessed in Judicial Complex on 18 March, today again peaceful PTI workers & even our photographer were attacked & arrested by police & plainclothes ppl from Agencies - the Namalooms. This is the height of provocation using violence against peaceful citizens & abducting them."
775,"Physical structure of Shaukat Khanum Memorial Cancer Hospital & Research Centre Karachi completed. Twice the size of the Lahore hospital, this will be Pakistan’s largest tertiary care, cancer hospital. Finishing work has commenced & the hospital will open Dec 2023, InshaAllah."
776,جب تک ہم سب متحد ہوکر اس فسطائیت کیخلاف کھڑے نہیں ہوتے پاکستان میں آزادئ و جمہوریت کا سورج مکمل طور پر غروب ہو جائے گا۔
777,Haqeeqi Azadi Caravan from Sindh has started its journey to join us in Islamabad. InshaAllah there will be the greatest ever gathering of Pakistanis in Islamabad.
778,The entire nation is shocked at the vindictive cruelty Senator Azam Swati is being subjected to & for what crime?  For intemperate language & asking questions which is the right of anyone in a democracy? Internationally Pak & esp our mly is being perceived increasingly negatively
779,Congratulations to Babar Azam and the team for a great win.
780,میں اس پورے ڈھونگ اور تماشے کی حقیقت قوم پر آشکار کرنے کیلئے کل ایک پریس کانفرنس سے خطاب کروں گا۔
781,"If anyone still has any doubts about who was responsible for my assassination attempt, just see what is happening with the JIT report submitted before the anti terrorist court. Attempts to sabotage findings of the JIT in its report through deliberate tampering are now underway."
782,ملک میں آئین کی بالادستی اور قانون کی حکمرانی کے حوالے سے نہایت ٹھوس مؤقف اپنانے پر میں سپریم کورٹ بار ایسوسی ایشن (SCBAP) کا شکرگزار ہوں۔ ہم آپ کی جانب سے زمان پارک میں حکام کے ہاتھوں طاقت کے بےتحاشہ استعمال کی مذمّت کو بھی قدر و تحسین کی نگاہ سے دیکھتے ہیں۔
783,زمان پارک کی مکمل ناکہ بندی کے باوجود اہلِ لاہور بڑی تعداد میں گھروں سے نکل چکے ہیں۔ تاہم میں اپنے کارکنان، عوام یا اپنی پولیس کو اس آگ کا ایندھن نہیں بناسکتا جسکی آڑ میں یہ فسطائی ٹولہ انتخاب سےفرار کا خواہاں اور ہمیں مزید جھوٹے پرچوں میں پھانسنے کےخواب دیکھتا ہے!
784,Today Lahore is seeing a repeat of the Sindh House horse trading that happened in Islamabad with upto Rs 50 crores being offered to buy MPAs. The main architect behind this is Asif Zardari who gets NRO for his corruption & purchases people with looted wealth. He shd be jailed.
785,"media ppl. Two, it is against the economic meltdown brought on by cabal of crooks who have money laundered billions in looted wealth & gotten NROs for themselves while crushing the ppl, esp the poor & middle class, under the burden of spiralling inflation & rising unemployment."
786,"so they can identify those working for the state & indulging in abductions, illegal break-ins into homes, custodial torture & violence against political ldrs & unarmed workers of PTI. Demand immed release of Azhar Mashwani."
787,میں جلد ہی بےنقاب کروں گا کہ جوڈیشل کمپلیکس میں قتل کےایک پھندے میں کیسے مجھے پھنسایا گیا اور کیسےرب العزت نے یک لخت مجھے اس سے بچایا۔
788,ایک جانب امپورٹڈسرکارہمیں سیلاب کےباعث سیاست نہ کرنےکاکہہ رہی ہےجبکہ دوسری جانب ہمیں ہراساں کرنے+ہمارےخلاف جھوٹےمقدموں کےاندراج،ہمارامؤقف پیش کرنےوالےصحافیوں کو نشانہ بنانےاورمیری(تقاریروبیانات)کی نشریات روکنے کیلئےTVچینلز اور یوٹیوب وغیرہ کو بندکرنےکےسلسلے میں تیزی لارہی ہے
789,"تحریک انصاف کا ایک اور وعدہ نبھانے پر KP حکومت کا شکریہ! انصاف تعلیم کارڈ کے ذریعے صوبے کےسرکاری کالجز میں 244,000 طلبہ و طالبات کی 100% فیس معاف کی جائےگی۔ ڈیجیٹل دور میں بطورِخاص تعلیم ہی ایک بہتر مستقبل کی کنجی ہے اورKP میں تعلیمی مواقع کی راہ سے رکاوٹیں دور کی جارہی ہیں"
790,جب دولت کے پُجاری اور کسی نظریے و عقیدے سے عاری لوگ مسندوں پر بٹھائے جاتے ہیں تو اسی طرح کے شرمناک نتائج برآمد ہوتے ہیں۔ یہی نہیں کہ یہ شخص (اس حقیقت) کے ادراک سے یکسر محروم ہے کہ ہمارے آبا و اجداد نےتصورِ پاکستان کو عملی جامہ پہنانے کیلئے جدوجہد اور قربانیاں کیوں پیش کیں
791,سرگودھا میں آج کے ریکارڈ ہجوم کا مشکور ہوں۔ اب مجھے  یقینِ کامل ہو چلا ہےکہ مجرموں کی اس سرکار کو (قوم سے) قبول کروانے کی خاطر یہ امپورٹڈ حکومت عوامِ پاکستان کو دبانےاورخوفزدہ کرنےکیلئےجیسی بھی سفاکیت آزمائےگی اس سے انقلاب کی شدت میں اضافہ ہی ہوگا۔
792,I want to thank the nation for coming out spontaneously last evening in support of the SC decision upholding Constitution & the Law. Tonight I will address our people at 10:00pm giving them our way forward for a sovereign Pakistan.
793,"Dedicating this song to Shaheed Ali Bilal, known affectionately as Zille Shah. He loved his country in a very special way. His violent death through custodial torture shows the depths to which the corrupt, ruthless & cruel ruling elite has sunk."
794,عالمی (منڈی میں) قیمتوں میں بڑی گراوٹ (کمی) کے بعد  امپورٹڈ حکومت قیمتوں میں اس کمی کا پورا فائدہ ان عوام کو منتقل کرے جو تبدیلئ سرکار کی امریکی سازش کے ذریعے اقتدار میں لائے گئے بدمعاشوں کے ٹولے کے ہاتھوں بے مثال اور تاریخی مہنگائی کے بوجھ تلے کچلے جا رہے ہیں۔
795,"under spiralling prices while rulers get NRO for Rs 1100 bn looted wealth for themselves. Refusing to abide by prison rules for political detainees reflects a desperate & dictatorial mindset, which makes our people even more determined to stand up for Haqeeqi Azadi."
796,"The level of fascism today is reaching new levels of oppression, such is the fear within the corridors of power of PTI & its public support. Apart from repeatedly denying us permission & obstructing our rally, cabal of crooks keeps adding sham case after case against us to keep"
797,"including three barrages conserving 270 bn litres of water for much needed aquifer of Lahore. Rakh Jhok, initiated last yr, is part of 5000 acres of reforestation environment plan. Embankments will be built with innovative method of using natural soil to prevent flooding."
798,اپنی جان کو لاحق خطرات کے بارے میں بذریعہ خط صدرِمملکت کو آگاہ کرنے کےباوجود ارشد شریف کے ساتھ جو کچھ ہوا اسکےبعد میری چیف جسٹس آف پاکستان سے گزارش ہے کہ اسکا نوٹس لیں قبل اس کے کہ بہت دیر ہوجائے۔
