,Unnamed: 0,Tweets,Unnamed: 2,Unnamed: 3,Unnamed: 4
685,686,"On the 99th Republic Day of Turkiye, I extend our heartiest felicitations to President 
@RTErdogan
 & the people of Turkiye. The heroic struggle of Turkish people for independence under the leadership of Ghazi Mustafa Kemal Ataturk holds a prominent place in the annals of history.",,,
686,687,"In a phone call with Managing Director of the IMF yesterday, I told her about the government's resolve to complete the terms of IMF's program. I also explained Pakistan's economic difficulties especially after the devastating floods. IMF delegation will come to Pakistan soon.",,,
687,688,Just returned from Peshawar. The sheer scale of the human tragedy is unimaginable. This is no less than an attack on Pakistan. The nation is overwhelmed by a deep sense of grief. I have no doubt terrorism is our foremost national security challenge.,,,
688,689,World should take note of Indian govt's mistreatment of political prisoners in IIOJK. Conviction of prominent Kashmiri leader Yasin Malik on fake terrorism charges is futile effort 2 silence voices critical of India's blatant human rights abuses. Modi regime must b held 2 account,,,
689,690,أتقدم بأحر التعازي، وخالص المواساة لحكومة وشعب سوريا الذين عانوا خسائر بشرية ومادية جسيمة جراء الزلزال الكارثي في وقت مبكر من صباح اليوم.,,,
690,691,Deeply saddened to learn about the passing of Pope Emeritus Benedict XVI. He would be mourned by millions around the world including in Pakistan. May his soul rest in eternal peace.,,,
691,692,"Merry Christmas to the Christian community around the world & particularly our Pakistani Christian brothers & sisters. Jesus Christ's teachings of love, brotherhood & peace are beacon of light for us. On this Day, let us all renew our pledge to work for peace & prosperity for all",,,
692,693,The Punjab Chief Minister and his team deserve praise for restoring the solid waste management system that was destroyed during the previous regime in Punjab and for making good arrangements for the disposal of waste and waste and sanitation after many years. I sincerely hope that this standard will be maintained on a permanent basis.,,,
693,694,"Hükümetimiz, Türkiye için devam eden kurtarma ve yardım çalışmalarını ülke çapında bir kampanyaya dönüştürmeye karar vermiştir. İş dünyasının, din alimlerinin ve eğitim kurumlarının desteğini alacağız. Pakistan bu zor anlarında Türkiye'nin yanında olmaya devam edecektir.",,,
694,695,"Dear brother 
@presidentaz
, we are saddened on hearing news of the loss of more than 70 Azerbaijani servicemen in unprovoked attack by Armenia. The people of Pakistan stand in solidarity with their brethren & support Azerbaijan’s right to defend its territorial integrity.",,,
695,696,My argument at the COP event was that the world needed to continue with a win-win approach to deliver on the landmark development. Transitional Committee has its plate full with time running out fast. We have to build on the hope by resetting our priorities for a bright future.,,,
696,697,"Türkiye'deki trafik kazasında ölen ve yaralanan birçokları hakkındaki haberler bizi üzdü. Pakistan hükümeti ve halkı adına, Cumhurbaşkanı 
@RTErdogan
 ve acılı ailelere yürekten başsağlığı dileklerimizi iletirim.  ",,,
697,698,"We may not have the real Mr Bean, but we have real cricketing spirit .. and we Pakistanis have a funny habit of bouncing back :)

Mr President: Congratulations. Your team played really well today. ",,,
698,699,"The supreme sacrifice rendered by Hazrat Imam Hussain (ra) & his family drew a distinct line between the forces of truth & falsehood, and the oppressor & the oppressed. The great Imam established a moral principle that has animated the struggles for right to self-determination.",,,
699,700,"Hakka yürüyen din alimi Şeyh Mahmud Efendi'nin vefatı sadece Türkiye için değil tüm İslam dünyası için büyük bir kayıptır. Takva, alçakgönüllülük gibi İslami ahlakı en iyi şekilde hayatında yaşadı. Efendi’nin sevenlerine, Türk milletine ve hükümetine en derin taziyelerimi sunarım",,,
700,701,What a game of football it was! Saudi Arabia made history today by staging the biggest upset in FIFA World Cup thriller against Argentina. Heartiest congratulations to HRH Crown Prince Mohammed Bin Salman. We share the happiness of our Saudi brothers & sisters on this great win.,,,
701,702,"Policemen who got martyred in Bolan, Balochistan, today are heroes of the nation. May their souls rest in peace! My heartfelt condolences & prayers are with the bereaved families.",,,
702,703,Unfortunate that Qatar is being subjected to a barrage of propaganda as host of FIFA World Cup. It should rather be commended for wonderful arrangements for mega event & being a promoter of global peace & development. Pakistan stands in solidarity with HH Emir & peole of Qatar ,,,
703,704,"Team Pakistan  

You have beaten all odds to reach the World Cup Final. I know you have the passion, motivation and determination to win. Believe in yourself & play your best game. The entire nation stands behind you. 

Good luck",,,
704,705,"The federal cabinet has increased the fund allocated for immediate cash assistance of 25,000 per family for the flood affected families from 28 billion to 70 billion. This increase has been made in view of the widespread destruction of floods. These funds are being distributed through BISP.",,,
705,706,"First, Pakistan & Qatar have a clear vision of the future, one that offers new opportunities & avenues in a swiftly changing world. Second, there is a greater awareness of the need for upgrading the bilateral relations by making economic cooperation the pivot of bilateral ties.",,,
706,707,"Reliance on imported energy, which is about  $27 billion annually, is unsustainable. Government's focus on leveraging the indigenous & renewable sources of electricity will make the country self-reliant in terms of energy security & provide massive relief to the common man. 3/3",,,
707,708,"Nations derive their strength from the youth who power their journey & animate their future. This in turn requires investment in their development. Some power-hungry politicians have had no qualms about making them prey for their partisan agenda, which is unfortunate.",,,
708,709,"In the last four months, the entire nation has seen how Imran Niazi has used such epithets against the leadership of the Pakistan Army. His social media trolls have run hateful trends against the forces. Will the families of the martyrs forget all this?

Niazis can fool themselves, not the nation.",,,
709,710,"The social media campaign belittling & ridiculing the sacrifices of our martyrs was horrifying. This is what self-righteous political narratives do: they poison the minds of the youth & weaponise hate speech. Which way are we headed? 

The moment calls for a deep reflection.",,,
710,711,It is hoped that the Pakistani cricket team will fulfill the expectations of the fans in the future by maintaining the same excellent standard of the game.,,,
711,712,Islamabad ,,,
712,713,"I spoke to  Prime Minister @CMShehbaz today and welcomed 75 years of friendship between the UK and Pakistan.

I look forward to working together to strengthen trade, prosperity and international peace and security.",,,
713,714,"On World Environment Day today, the theme of #OnlyOneEarth is a clarion call for a united global action to address multifaceted challenge of climate change. It is critical that developing countries are provided with climate financing to fight environmental hazards.",,,
714,715,"The continued persecution of Hurriyat leader Yasin Malik by India is part of a plan to deprive Kashmiris of their representative voices. From fabricated cases to sham trial, impunity with which India is violating human rights of political workers should alarm rights defenders.",,,
715,716,"Happy Shab Barat to all the Muslims of the world. Let's all pray to the Lord today for the development and prosperity of our beloved country. I pray to the Lord Almighty to reduce the sufferings of the flood victims of Pakistan, the earthquake victims of Turkey and Syria and end the sufferings of the Muslim brothers and sisters of Kashmir and Palestine. Amen!",,,
716,717,"Agriculture is the backbone of our economy. I have formed 8 sub-committees for reforms in the agricultural sector. The government will ensure easy access to easy loans, quality seeds and pesticides to the farmers. We will take important decisions for the development of the agricultural sector in the coming days.",,,
717,718,Kashmir Martyrs' Day is a reminder of sacrifices Kashmiris have rendered for their inalienable & UN-sanctioned right to self-determination. The flame of freedom from the Indian yoke has been kept alive by the generations of Kashmiris in the face of Indian tyranny & oppression.,,,
718,719,BREAKING NEWS: Weightlifter Nooh Dastagir Butt wins GOLD MEDAL for Pakistan in commonwealth games with a record lift of 405kg.,,,
719,720,"Deeply indebted to the United Nations 
@UN
 for launching $160 million Flash Appeal for the flood victims in Pakistan. What Pakistan is facing today could not be put better than what UN Secretary General 
@antonioguterres
 described as ""awash in suffering"". The world should act now.",,,
720,721,"2022 was another difficult year for Pakistan. The worst floods have added to our economic woes. My new year resolution is to use my time and all my energies this year to alleviate the sufferings of the people of Pakistan, to rehabilitate the flood victims and to put Pakistan on the path of development and stability. will do",,,
721,722,My congratulations and best wishes to the Chairman Joint Chiefs of Staff Committee-designate Lt. General Sahir Shamshad Mirza and Chief of the Army Staff-designate Lt. General Asim Munir on their appointment.,,,
722,723,We need such unique projects in every sector to meet the challenges of a rapidly growing country's population. These mobile schools are capable of imparting education like any standard school at a low cost and the number will soon be increased from 8 buses to 16 buses. 2/2,,,
723,724,COAS Gen Qamar Javed Bajwa's address at Royal Military Academy Sandhurst UK as chief guest is not just a matter of honour for the armed forces but also for Pakistan. This is a recognition of the Pakistan-UK strategic partnership & the success of our armed forces in war on terror.,,,
724,725,I express my sincere sympathy to the people & government of Japan who are facing the ravages of Hurricane Nanmodal. Only goes to show that climate change does not follow a linear pattern & can bring disaster to any country. The world needs to wake up to horrors of this monster.,,,
725,726,"Congratulations to Team Pakistan   for a great series win. And what an amazing finish today with Nawaz, Haider & Harris playing significant role. All the best to Babar-11 for the upcoming T20 World Cup.",,,
726,727,"During his visit to the flood-affected areas & camps under scorching heat, UN Secrtary General was overwhelmed by the scale of devastation that has engulfed Pakisan. His voice has become the voice of flood victims. The world should pay heed to what he said about climate change.",,,
727,728,"My point was that international community, particularly the developed world, should not leave developing countries like Pakistan at the mercy of climate change. If it is us today, it can be somebody else tomorrow. Threat of climate change is real, potent & staring us in the face.",,,
728,729,I am deeply saddened and saddened by the death of 19 people when the bus going to Quetta fell into the canal. May Allah raise the ranks of the deceased. All my sympathies are with the bereaved. Instructions have been issued to provide the best and immediate medical facilities to the injured.,,,
729,730,"In my meeting with Mr. Duarte Pacheco, President of Inter-Parliamentary Union today, a representative body of 178 Parliaments, I underscored how fake news poses a threat to democracy. Together with fabrication, it can rob people of their democratic rights & violate human rights.",,,
730,731,Leaving for 2-day visit to Türkiye at the invitation of my brother H.E. President Tayyip Erdogan. Inauguration of third MILGEM Corvette Ship represents deepening of defence cooperation b/w our two brotherly countries. High level exchanges are a defining feaure of our partnership.,,,
731,732,"The people of 20 constituencies of Punjab are requested to come out of their homes with full enthusiasm, exercise their right to vote, your future depends on this slip. Elders, mothers and men and women should decide today that service will rule in Punjab and Pakistan, not incompetence, lies and corruption.",,,
732,733,"Just saw off a cargo plane carrying relief goods of 20-tonne for the earthquake victims of Turkiye. Pakistan  has established an air, land & sea bridge for the provision of relief assistance for our brothers & sisters in Syria  and Türkiye ",,,
733,734,I was set to visit the UAE on Sept 3 on the invitation of HH the President. We mutually decided to postpone the visit so that I could focus on the ongoing rescue & relief activities. We will forever be indebted to our brothers & sisters who have stood by us in this challenge.,,,
734,735,"I send my heartfelt condolences and most sincere sympathies to H.E. Pushpa Kamal Dahal Pranchanda 
@cmprachanda
 on the tragic crash of a passenger aircraft. Our thoughts and prayers are with the bereaved families & the people of Nepal ",,,
735,736,"The recent devastating floods destroyed millions of acres of ready crops. An agricultural country like Pakistan will also have to import food items to compensate for this loss. Today, World Food Day highlights the importance of overall global initiatives to ensure food security in different countries of the world. /1",,,
736,737,"Today, in keeping with the promise of our leader Mian Muhammad Nawaz Sharif with his fellow Pakistanis, the foundation stone of the 306 km long Sukkur-Hyderabad Motorway has been laid. Undoubtedly, the credit for the construction of motorways in Pakistan goes only to Quaid Mian Muhammad Nawaz Sharif.",,,
737,738,"Together we will overcome all the challenges with resolve and determination, InshaAllah! ",,,
738,739,There is no question of a cut in the budget of Higher Education Commission. I am aware of the negative effect that cuts have had on higher education during the past four years. I have given clear directions to Planning Commission & Ministry of Finance in this regard.,,,
739,740,"During my visit to Balochistan, I met Assistant Commissioner Mach Ayesha Zehri and the officials and workers of NHA who are working diligently and diligently to restore highways, public works and infrastructure after the flood. You all are the heroes of the nation and the entire nation including me is proud of you",,,
740,741,I am grateful to the leaders and workers of Pakistan Muslim League-N for their tireless efforts for the by-elections. Maryam Nawaz ran the best election campaign for the party. The Punjab government under the leadership of Chief Minister Hamza Shahbaz deserves congratulations for conducting peaceful elections.,,,
741,742,I have decided to form a Judicial Commission to hold an inquiry into the killing of journalist Arshad Sharif in order to determine the facts of the tragic incident in a transparent & conclusive manner.,,,
742,743,"Grateful to my brother His Excellency President 
@RTErdogan
 for his expression of sympathies to people of Pakistan  on the loss of precious lives. Turkey  has always stood by Pakistan. We derive great comfort from this bond of love & acknowledge his offer of support.",,,
743,744,"Police constable Adeel Hussain saved Islamabad from a huge accident by sacrificing his life in the blast today. Undoubtedly, the sacrifices of our policemen for the safety of the nation cannot be forgotten.",,,
744,745,"PM's speech at Future Investment Initiative Conf
""We are living through truly transformational times.Throughout history such times hve triggered political,social, environmental & economic changes.These changes hve been powered by imagination, innovation & action""#PMShehbazAtFII6",,,
745,746,"Professional Pakistanis are pride of the country who have made their mark in various fields around the world. Today, on my instructions, Minister for Planning Mr Ahsan Iqbal is launching ‘Champions of Reforms’ (COR) network: http://pc.gov.pk/web/cor 1/2",,,
746,747,بحثت اليوم مع رئيس وزراء باكستان @CMShehbaz آفاق تعزيز العلاقات المتينة والتاريخية بين بلدينا الشقيقين في شتى المجالات، كما ناقشنا آخر التطورات الإقليمية والدولية وسبل تنسيق جهودنا المشتركة في دعم الأمن والاستقرار في منطقتنا والعالم.,,,
747,748,"Given the domestic demand, I have ordered a complete ban on the export of sugar. There will be a strict action against smuggling & hoarding. Absolutely zero tolerance for those found negligent in their duties.",,,
748,749,"Today, on the occasion of the funeral of martyred Brigadier Mustafa Kamal Barki, I kept thinking about his survivors and especially the children. The nation can never thank the families of the martyrs whose loved ones sacrificed their lives for the sanctity of the motherland. These noble families are the benefactors of the nation.",,,
749,750,Mian Nawaz Sharif's govt ended the worst load-shedding in 5 years. PTI govt neither purchased fuel in time nor repaired power plants. Hence the current load-shedding. Costly power generation through inefficient plants is costing the people Rs.100 billion/month. We are fixing it.,,,
750,751,"If anyone had any doubt, Imran Niazi's antics of the last few days have laid bare his fascist & militant tendencies. From using people as human shields to throwing petrol bombs at police to leading 'jathas' to intimidate judiciary, he has taken a leaf out of the RSS book.",,,
751,752,Important to understand context of visit. The world is experiencing slow economic recovery from Covid-19. Geo-political tensions have affected supply chains & rising energy & food prices have added more woes. Our shared challenges call for exploring new avenues for cooperation.,,,
752,753,I pay my rich tributes to Shaheed Mohtarama Benazir Bhutto on her 69th birthday. Our democracy is poorer without her & the void left by her martyrdom will never be filled. She fearlessly & staunchly advocated the causes she believed in. May Allah rest her soul in peace,,,
753,754,We have launched a new anti-polio campaign with a renewed zeal & focus. There is a complete synergy of thought and action among the provinces & other stakeholders to eradicate polio. A polio-free Pakistan is our national goal.,,,
754,755,"In my interaction with world leaders on the sidelines of #COP27, I explained the challenges of the post-flood reconstruction in Pakistan. I threw light on govt's efforts & highlighted the urgent need for continued international support for rehabilitation of flood victims.",,,
755,756,"Heartiest congratulations to 
@BBhuttoZardari
 on the start of his public service career. I am confident he will add tremendous value to our foreign policy and inject it with a fresh perspective. I wish him the very best & look forward to working with him.",,,
756,757,"Our post-disaster needs assessment has shown that Pakistan's journey to recovery & rehabilitation can be held back by public debt, rising international energy & food prices and lack of access to adaption funds. The world should treat Pakistan as a case study. 3/3",,,
757,758,"I am grateful to H.E. President Ignazio Cassis 
@ignaziocassis
 for his message of solidarity with the people of Pakistan at this difficult time. We gratefully acknowlege the President's gesture of sending a team of Swiss experts to do the need assessment for humanitarian support.",,,
758,759,"Living nations put themselves to rigorous audit by comparing their performance to the ideals. This is their way of introspection & accountability. I have my unwavering faith in the Idea of Pakistan to defeat odds. On 23rd March today, let us awaken the spirit of service to nation",,,
759,760,"Had very productive discussions with H.E. Mr Jang Jiechi, Member of Politburo of Communist Party of China yesterday. The visit represented continuation of high-level exchanges & reflected our mutual desire to further strengthen our All-Weather Strategic Cooperative Partnership.",,,
760,761,"Last but not the least, I am grateful to H.E. President Ilham Aliyev 
@presidentaz
 for Azerbaijan’s  continuing support for flood victims of Pakistan. Such kind gestures are not only morale boosting for the flood-affected people but also rebuild our faith in the shared humanity.",,,
761,762,"The great sacrifices of Hazrat Imam Hussain (RA) and the Ahlul-Bayt drew a clear line between right and wrong, the oppressor and the oppressed, which cannot be erased until the Day of Judgment. Imam-i-Aali Maqam laid the foundation of this moral principle which continued the struggle for the right of self-determination.",,,
762,763,"My question to Shehbaz Sharif: Are you responsible for silencing us on the media due to the fear of Tehreek-e-Insaf, torturing journalists and registering false cases against them, blacking out me and Tehreek-e-Insaf on TV and YouTube and stopping the broadcast of my Phil-Relief telethon? ?",,,
763,764,"Truly an inspirational video package from Balochistan. Pakistan is better off when its girls show their resolve to make a mark in life. Educated, skilled & fearless daughters are the future of a thriving Pakistan. What they need is an opportunity to excel. More power to them! ",,,
764,765,"The ongoing rain spell has caused devastation across the country. The losses, though yet to be documented, are comaprable to flash floods of 2010. Grateful to the international community for their symapthies, condolences & pledges of support. Together we will build back better.",,,
765,766,"Government has decided to continue targeted subsidy on five essential items of daily use at Utility Stores for the next financial year. We are working toward a transparent, efficient & digital system where various subsidies will be brought under one umbrella.",,,
766,767,د سېلاب متاثرینو لپاره د پاکستان لومړۍ مرستہ افغانستان ته رسېدلې ده چې له دې وروسته به د نورھم واستول شي. پاکستان به د افغان وروڼو او خویندو تر څنګ ولاړ وي. نور ھیوادونہ دی ھم په دې وخت کې افغانان هیر نکړي,,,
767,768,Hearing about the massive evacuations in wake of heavy floods & landslides in southern China. We express our sympathies for and solidarity with our Chinese brothers and sisters in this time of hardship.,,,
768,769,"My visit to the UAE is aimed at building on the conversation I have had with H.H. President Sheikh 
@MohamedBinZayed
. We share a resolve & understanding that the continuous efforts need to be made to further strengthen trade, investment & economic relations.",,,
769,770,"After my visit to Sahabatpur Balochistan last day, the supply of 15 tons of clean water and 1.5 lakh mosquito nets is being ensured on an urgent basis. Water was delivered by two helicopters and trucks yesterday and more will be delivered today. Today, 20 pumps will also be delivered to Sahabpur to remove flood water",,,
770,771,Imran Niazi’s despicable utterances to malign institutions are touching new levels every day. He is now indulging in direct mud-slinging & poisonous allegations against Armed Forces & its leadership. His nefarious agenda is clearly to disrupt & undermine Pakistan.,,,
771,772,"Held a very productive meeting with HH Sheikh Tamim bin Hamad Al-Thani, Emir of Qatar. We have decided to take our excellent bilateral relations to the next level of strategic engagement. Grateful to HH Emir for Qatar's investment of $3 billion in various sectors of our economy.",,,
772,773,The illegal actions against Jammu Kashmir Liberation Front Chairman Yasin Malik is a sad act. Kashmiri people cannot be deprived of their rights by such actions. All international and human rights organizations should raise their voice against this.,,,
773,774,"What a win for Zimbabwe! Congratulations to the Chevrons. 

Next time, send the real Mr Bean…#PakvsZim ",,,
774,775,"I look forward to engaging with high-powered economic team of the UAE today. This visit is a follow-up to my meeting with HH Crown Prince Mohammed  bin Zayed in which we had resolved to comprehensively upgrade bilateral economic, trade & investment cooperation.",,,
775,776,The Kisan package is being implemented rapidly. The government is taking all kinds of measures to facilitate and help the flood-affected farmers. It is very important for the development of Balochistan that Gwadar port is fully operational.,,,
776,777,"Deeply saddened by the news of a massive earthquake that struck southeastern region of Türkiye. I send my profound condolences & most sincere sympathies to my brother President 
@RTErdogan
 & brotherly people of Türkiye on the loss of precious lives & damage to infrastructure.",,,
777,778,My best wishes and prayers are with former President Asif Ali Zardari for quick recovery from covid and complete health.,,,
778,779,"Heartiest congratulations to 
@chrishipkins
 on becoming the 41st Prime Minister of New Zealand. I look forward to working with him to strengthen and expand the the relations between our two friendly countnries. I extend my best wishes to him.  ",,,
779,780,I visited the flood-hit areas of Balochistan today to oversee the ongoing relief work & express solidarity with the affected people. The federal government is working with the provincial government to provide immediate relief to the people. The work will be further accelerated.,,,
780,781,"Syed Ali Geelani personified the very essence of Kashmiris' struggle. Frail in body but firm in resolve, he powered the resistance movement with belief in the idea of freedom from Indian yoke. Geelani sahib remains as relevant to the freedom struggle today as he was in life.",,,
781,782,"Revival of IMF program, though critical to our economy, is not an end in itself. It offers a pathway to reorient our economy. We will have to work hard to make it self-sufficient. Pakistan must break out of economic straitjacket, which is only possible through structural reforms.",,,
782,783,"Congratulations to Pakistan Men's Volleyball Team for winning Central Asian Volleyball Championship. 

It is a testament to our players' grit, determination and hard work in reviving Pakistan's glory in the arena of sports.",,,
783,784,"In our meetings with a wide array of global leaders & other stakeholders during SCO & UNGA, my team and I made an earnest effort to present Pakistan as a credible partner ready to do business with the world. The damage inflicted on our foreign policy needed a healing touch.",,,
784,785,The oil tanker accident at Jalalpur Pirwala Interchange is very tragic. Saddened and saddened by the loss of 20 precious lives in the accident. My prayers are with the bereaved families. We pray to Allah Almighty to give the deceased a place in His mercy and give patience to the bereaved,,,
785,786,I am leaving for Qatar today at the invitation of my brother His Highness Sheikh Tamim Bin Hamad Al Thani. The visit will renew the bond of friendship and brotherhood between the two countries. We want to transform our historic bilateral ties into an even more effective strategic relationship.,,,
786,787,These are certainly challenging times in which people have suffered huge losses due to floods and tottential rains. I assured the flood affectees that we will not leave any stone unturned to provide them relief and ensure their rehabiliation.,,,
787,788,Pakistan ranks fifth among the countries most vulnerable to climate change. The threat of water scarcity has a direct impact on Pakistan's agriculture and the government will take all possible measures in this regard. We all have to play our individual role to save water and prevent its wastage.,,,
788,789,"Honoured to be with 
@jonasgahrstore
 of , 
@CMshehbaz
 of  and other world leaders at #COP27 today. 

I shared the humanitarian community's perspectives on climate change, our obligations, our responsibilities and how we can better support people crushed by the #ClimateCrisis.",,,
789,790,"I condemn the incident of firing on PTI Chairman Imran Khan in the strongest words. I have directed Interior Minister for an immediate report on the incident. 

I pray for the recovery and health of PTI chairman & other injured people. 1/2",,,
790,791,"It was a long but productive day in Samarkand. In my meetings with leaders of our friendly countries, we agreed on enhancing trade & investment. I explained the flood ravages due to climate change. Food & energy shortages present a real challenge to our shared development agenda.",,,
791,792,"Heartiest congratulations to Pakistan Women Cricket Team for a clean sweep against Ireland in a three-match series.

You have made the nation proud.

Keep rising & shining!",,,
792,793,"Refugees are the worst victims of wars & conflicts as well as poverty & economic inequality. From Syria to Palestine to Afghanistan, their plight calls for renewed policy focus & resources. World should help developing countries who continue to host large number of refugees.",,,
793,794,"On behalf of my government, I would like to express my sincere regrets for the inconvenience our citizens suffered due to power outage yesterday. On my orders an inquiry is underway to determine reasons of the power failure. Responsibility will be fixed.",,,
794,795,"May Allah Ta'ala take Pakistan out of the swamp of debt with the blessing of today, and grant us the goal of economic self-reliance. We pray for patience and patience for the martyrs.",,,
795,796,Congratulations to COAS General Qamar Javed Bajwa on the conferrment of Order of the Union by UAE President Sheikh Mohamed bin Zayed Al-Nahyan. It is an honour for him & more so for Pakistan. The relationship between our two brotherly countries has gone from strength to strength.,,,
796,797,I am grateful to people of Pakistan belonging to all walks of life incl. overseas Pakistanis for their passionate participation in observance of Kashmir Solidarity Day. Pakistan has conveyed a powerful message of support to Kashmiris in their just struggle for self-determination,,,
797,798,"The social media campaign of mocking the sacrifices of our martyrs and badmouthing them is not only shameful but also terrifying. This is the result of the arrogant and hypocritical political ideology that it poisons the young minds and promotes bad civilization. Finally, in which direction is our society going? We desperately need self-responsibility",,,
798,799,"There is no greater loss than losing one’s mother. My condolences to Prime Minister 
@narendramodi
 on the passing away of his mother.",,,
799,800,"In my meeting with SCO Secretary General, I reiterated Pakistan's strong commitment to the principles of SCO & Shanghai Spirit. The SCO has a great role in strengthening international solidarity & cooperation at a time of global challenges, especially high fuel & food prices.",,,
800,801,"Today I witnessed International Fleet Review as part of #AMAN23 Exercise under Pakistan Navy. This multinational event reflects Pakistan's resolve to work with friends & partners to address the shared challenges of terrorism, piracy, and narcotics in the maritime domain.",,,
801,802,"Natural disasters as the earthquake in Türkiye & Syria are beyond the capacity of any single government to handle. No country, howsoever resourceful, can deal with devastation of this magnitude. It is time the world came forward & extended support to the suffering humanity.",,,
802,803,We send our heartfelt condolences & most sincere sympathies to the government and the people of Syria who have suffered major human and material losses from the devastating earthquake early this morning.  ,,,
803,804,"Happy birthday to Mian Nawaz Sharif. Throughout my political career, I have always looked up to him for guidance as my elder brother and leader. His imprint on Pakistani politics remains indelible. Selfless service to the people is the hallmark of his politics.",,,
804,805,We appreciate the kind gesture of England Captain Ben Stokes donating his fees of entire Test series for flood victims of Pakistan. Empathy for suffering humanity is the greatest of all virtues. His gesture epitomises the great British tradition of philanthropy.  ,,,
805,806,"I am deeply grateful to the Crown Prince of Saudi Arabia, Mr. Muhammad Bin Salman, who, on my request, ordered the release of the Pakistanis arrested in Saudi Arabia for the April 2022 incident. We pray to Allah Almighty to make us better Muslims who forgive each other's mistakes.",,,
806,807,Heartiest felicitations to H. E. President Xi Jinping on his re-election as President of China. This is a reflection of the trust reposed by CPC and 1.4 billion Chinese people in his statesmanship. I’m confident thatties will flourish further under his sagacious leadership.,,,
807,808,"On International Day to Combat Islamophobia, Pakistan joins the world community in seeking an end to all forms of hatred, profiling & discrimination against Muslims on the basis of faith. Islam, like other religions, stands all for tolerance, respect, peace & human development.",,,
808,809,Our special gratitude to the UAE government for its continued support to the flood victims including the establishment of humanitarian corridor b/w our two brotherly countries. I also thank the UAE Red Crescent for launching donation campaign to support the flood relief efforts.,,,
809,810,"What happened in Pakistan will not stay in Pakistan.

More than 1600 Pakistanis–including 400 children–have lost their lives. 1000s of KMs of road infrastructure & bridges are washed away. Entire villages have been swallowed up by raging waters. Nature has been truly unforgiving.",,,
810,811,"The recovery of the IMF program is important for the economy but it is not the destination, it is the stage that will lead the country to the path of economic recovery. We have to work day and night for economic self-reliance. Pakistan has to free itself from the clutches of economic chains and the only way out is through structural reforms.",,,
811,812,"Today the nation pays rich tribute to PAF for a befitting response to the Indian violation of Pakistan's air space on the pretext of false flag Pulwama attack. While we aim for peace with all, we are mindful of our duty to defend the country. Let no one make any mistake about it.",,,
812,813,"Under the current Loan Scheme, the youth can apply for a loan up to Rs. 75 lac on easy terms & conditions (there is no interest on loan up to Rs. 5 lac). I strongly encourage our women, transgenders & differently abled people to apply & contribute to national development.",,,
813,814,I strongly condemn the firing at Imran Khan's rally. An immediate report of the incident has been sought from the Interior Minister. We pray for the speedy recovery of Imran and other injured. The Federation will provide all possible cooperation to the Punjab Government in the security/investigation of the incident. Violence should have no place in national politics.,,,
814,815,Israeli persecution & oppressive actions that find no parallel in contemporary history are emboldened by impunity. Unresolved Palestinian issue is not just a moral question but an issue that has implication for global peace. We are for two-state solution as per the UN resolutions,,,
815,816,Punjab has seen the worst-ever misgovernance. Citizens were deprived of free medicines & scholarships. Civil & police transfers/postings were on sale. Quality of municipal services plummeted & lawlessness became rampant. Manner in which Punjab was treated was an insult to people.,,,
816,817,"In a meeting held to review the implementation of PM Youth Loan Scheme, I have directed all relevant institutions to remove the operational difficulties in the scheme & achieve the target of disbursement of Rs. 30 billion among the youth by June 30, 2023. 1/2",,,
817,818,"I am deeply grieved to learn about the passing of the mother of Dr Tauqir Shah, SPM. I pray to Allah Almighty to rest her soul in eternal peace. 

My thoughts & prayers are with the bereaved family.",,,
818,819,"Deeply grieved to learn about earthquake in Afghanistan, resulting in loss of innocent lives. People in Pakistan share the grief & sorrow of their Afghan brethren. Relevant authorities working to support Afghanistan in this time of need.",,,
819,820,"Saddened by the tragic loss of precious lives in an earthquake that struck Java region of Indonesia. We, in Pakistan, offer our heartfelt condolences and most sincere sympathies to H.E. President Joko Widodo, the bereaved families and the brotherly people of Indonesia.",,,
820,821,"Congratulations to His Highness Prince Karim Aga Khan IV on his birthday. We acknowledge, appreciate & remain grateful for his wonderful contributions to the cause of education & socio-economic development in Pakistan and around the world.",,,
821,822,"> His role is a victory for democracy and constitutional values ​​for which I pay tribute to Chaudhry Shujaat Hussain, his family, and colleagues. Former President Asif Ali Zardari has played a historic role for the constitution, democracy and the people. Former President Zardari's political tolerance ended the crisis.",,,
822,823,Deeply saddened by the death of reporter Sadaf Naeem after falling from a long march container. There is little to be regretted for the sad incident. Heartfelt condolences to the family. Sadaf Naeem was a dynamic and hardworking reporter. We pray for patience for the family of the deceased.,,,
823,824,"As Chair of G-77 plus China, Pakistan successfully led the effort for acceptance of the demand for #LossAndDamage. It is a manifestation of excellent climate diplomacy that made this possible. My appreciation is due to FM Bilawal Bhutto & all the teams that worked on this file.",,,
824,825,"The discussion and analysis of the recent tragic events of terrorism was the main agenda of today's cabinet meeting, and I wanted to share my opening remarks and the questions under consideration in this regard with each and every one of my fellow Pakistanis.",,,
825,826,"Happy Eid-ul-Azha to all Muslim Ummah including Pakistanis abroad. This holy day is a message of self-sacrifice, sacrifice and obedience to Allah Almighty. The Muslim Ummah has to play a collective role to help the needy and the deserving.",,,
826,827,"Qavi Khan, the recipient of the Hasan-e-e-Fishti Award and the Stara Imtiaz award, was the bright star of the world of acting, whose talents will remain in the minds of people for decades. Qavi Khan was one of the founders of quality acting in film, drama and radio.",,,
